Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
59.0,Male,51.6,1.7,141.0,121.0,86.0,0.54,482.0,Cardio,13.2,2.1,2.0,1.0,17.79
55.0,Female,58.8,1.73,172.0,157.0,74.0,0.81,797.0,Cardio,22.3,2.2,4.0,2.0,19.57
58.0,Female,43.8,1.63,151.0,133.0,83.0,0.53,654.0,Yoga,26.3,1.9,3.0,1.0,16.53
24.0,Female,76.1,1.58,146.0,131.0,57.0,0.89,799.0,Yoga,33.1,2.6,3.0,1.0,30.2
47.0,Female,78.9,1.63,158.0,129.0,58.0,0.94,558.0,Yoga,26.8,2.1,4.0,2.0,29.75
27.0,Male,78.7,1.74,150.0,119.0,70.0,0.82,1244.0,Cardio,24.9,2.3,2.0,2.0,25.61
39.0,Male,77.5,1.76,136.0,116.0,72.0,0.51,431.0,Strength,19.7,2.6,2.0,1.0,25.28
21.0,Female,49.1,1.68,195.0,166.0,63.0,1.63,1521.0,Cardio,20.9,3.7,5.0,2.0,17.65
28.0,Male,69.0,1.73,183.0,143.0,57.0,0.83,1048.0,Cardio,18.7,3.1,3.0,2.0,23.05
28.0,Female,80.6,1.62,163.0,119.0,76.0,0.76,914.0,Cardio,37.6,2.5,4.0,1.0,30.48
47.0,Male,89.9,1.92,175.0,141.0,83.0,1.22,321.0,Strength,18.1,2.6,5.0,2.0,24.5
46.0,Male,74.9,1.83,143.0,116.0,81.0,0.85,939.0,Yoga,20.8,1.9,2.0,1.0,22.05
39.0,Male,53.9,1.74,152.0,118.0,80.0,0.62,840.0,Yoga,14.2,1.9,2.0,1.0,17.81
20.0,Male,91.3,1.77,177.0,138.0,70.0,1.03,80.0,HIIT,27.5,2.8,4.0,3.0,29.09
32.0,Male,76.8,1.78,142.0,130.0,66.0,0.71,199.0,Strength,22.3,2.0,3.0,1.0,25.16
27.0,Female,44.1,1.6,186.0,146.0,69.0,0.99,767.0,Strength,24.5,2.6,3.0,1.0,16.8
46.0,Female,57.5,1.68,153.0,129.0,83.0,0.78,606.0,Cardio,25.5,2.0,3.0,2.0,19.44
50.0,Female,51.2,1.64,159.0,135.0,66.0,0.6,483.0,Yoga,20.2,3.1,3.0,1.0,18.81
49.0,Male,71.7,1.75,157.0,132.0,65.0,0.84,995.0,Strength,29.5,2.3,3.0,3.0,22.81
27.0,Male,72.2,1.69,132.0,101.0,80.0,0.92,364.0,Strength,23.9,2.6,2.0,1.0,25.02
18.0,Male,71.6,1.78,136.0,117.0,80.0,0.93,503.0,HIIT,18.4,1.8,2.0,2.0,22.14
18.0,Male,88.0,1.79,162.0,136.0,66.0,0.61,441.0,Yoga,24.6,1.8,2.0,1.0,27.15
53.0,Female,61.2,1.59,151.0,119.0,66.0,0.83,811.0,Strength,28.3,3.0,3.0,2.0,23.84
31.0,Male,90.4,1.78,148.0,118.0,68.0,0.69,97.0,Cardio,26.6,1.8,1.0,1.0,28.87
27.0,Male,79.2,1.85,148.0,117.0,72.0,0.72,488.0,Strength,22.0,1.4,1.0,1.0,23.12
56.0,Female,93.3,1.61,146.0,121.0,80.0,0.74,96.0,Strength,38.7,1.6,3.0,1.0,36.37
51.0,Female,58.7,1.62,142.0,108.0,66.0,0.3,542.0,Yoga,27.5,2.5,2.0,1.0,22.38
36.0,Female,61.3,1.73,158.0,122.0,76.0,1.44,885.0,Yoga,20.8,2.8,5.0,2.0,20.81
32.0,Female,53.4,1.61,140.0,104.0,73.0,0.82,883.0,Yoga,29.8,1.8,3.0,1.0,20.5
34.0,Male,90.0,2.0,198.0,167.0,80.0,1.26,424.0,Strength,25.9,2.5,4.0,2.0,23.06
39.0,Male,60.8,1.84,144.0,108.0,74.0,0.54,815.0,Cardio,18.8,2.4,4.0,1.0,18.12
55.0,Male,80.2,1.79,166.0,131.0,67.0,1.12,593.0,Cardio,22.1,3.0,4.0,2.0,24.76
41.0,Female,49.3,1.69,188.0,139.0,76.0,0.72,1085.0,Cardio,21.0,2.1,2.0,1.0,17.48
45.0,Male,76.0,1.74,149.0,111.0,70.0,0.66,604.0,Yoga,21.1,2.3,1.0,1.0,25.11
50.0,Male,58.2,1.79,184.0,157.0,51.0,1.36,80.0,Strength,15.9,3.2,5.0,2.0,18.09
22.0,Female,56.6,1.61,186.0,165.0,62.0,1.27,943.0,HIIT,17.9,3.8,5.0,3.0,21.87
45.0,Male,83.9,1.81,190.0,164.0,62.0,1.35,511.0,Strength,27.1,2.3,5.0,3.0,25.87
32.0,Female,80.9,1.56,130.0,105.0,61.0,0.76,558.0,Yoga,37.1,1.8,2.0,1.0,32.5
18.0,Female,56.2,1.66,143.0,111.0,71.0,0.7,754.0,Yoga,18.3,1.9,1.0,1.0,20.27
18.0,Female,68.2,1.71,161.0,139.0,54.0,1.01,196.0,Yoga,28.3,2.8,3.0,2.0,23.56
24.0,Female,55.0,1.59,175.0,137.0,70.0,0.86,674.0,Yoga,24.4,2.0,3.0,1.0,21.84
42.0,Male,54.7,1.63,145.0,128.0,70.0,0.73,819.0,Strength,17.9,2.6,3.0,2.0,20.19
37.0,Female,59.8,1.68,146.0,131.0,69.0,0.85,766.0,Cardio,25.4,2.5,3.0,1.0,20.36
38.0,Female,76.3,1.68,167.0,140.0,65.0,0.97,460.0,Yoga,23.4,2.5,3.0,2.0,27.63
59.0,Female,48.3,1.48,163.0,142.0,67.0,0.86,969.0,Cardio,24.6,2.5,4.0,2.0,21.99
21.0,Female,104.0,1.79,161.0,143.0,63.0,0.91,332.0,Cardio,33.2,2.9,3.0,2.0,32.99
36.0,Female,74.5,1.69,133.0,110.0,72.0,0.84,447.0,Strength,28.1,1.7,3.0,2.0,26.36
40.0,Female,59.7,1.7,135.0,113.0,72.0,0.63,602.0,Strength,19.4,2.0,2.0,1.0,20.38
27.0,Male,76.2,1.84,166.0,138.0,62.0,0.7,744.0,Yoga,21.3,1.9,3.0,2.0,21.63
36.0,Female,48.2,1.52,172.0,149.0,70.0,0.91,549.0,Yoga,26.9,2.6,5.0,2.0,20.7
18.0,Male,92.2,1.83,140.0,116.0,74.0,0.66,1040.0,Strength,25.3,2.0,2.0,2.0,27.52
53.0,Female,47.4,1.61,146.0,118.0,71.0,0.66,741.0,HIIT,20.9,2.6,2.0,1.0,18.44
28.0,Male,65.8,1.87,162.0,126.0,85.0,1.05,675.0,Strength,25.1,2.4,4.0,1.0,18.43
60.0,Male,74.1,1.85,195.0,155.0,67.0,1.04,737.0,Strength,16.5,2.3,2.0,2.0,21.71
36.0,Female,73.9,1.67,167.0,138.0,66.0,0.95,886.0,HIIT,30.5,2.3,4.0,2.0,26.56
48.0,Female,74.7,1.6,159.0,129.0,69.0,0.47,723.0,Cardio,31.1,2.9,3.0,1.0,29.52
35.0,Male,75.2,1.59,145.0,118.0,65.0,0.58,80.0,Cardio,31.8,1.4,3.0,2.0,29.64
36.0,Female,63.9,1.57,169.0,137.0,73.0,0.88,999.0,Strength,28.9,2.2,1.0,3.0,26.08
29.0,Male,74.9,1.76,134.0,103.0,67.0,0.61,683.0,Cardio,23.2,2.1,2.0,1.0,24.28
37.0,Female,88.2,1.81,153.0,114.0,64.0,1.07,869.0,Cardio,30.1,2.2,3.0,2.0,27.23
40.0,Female,60.6,1.76,162.0,149.0,64.0,1.03,523.0,Cardio,19.5,2.7,4.0,2.0,19.28
27.0,Male,48.2,1.66,145.0,119.0,65.0,0.77,80.0,Cardio,13.4,2.1,3.0,1.0,16.42
34.0,Male,93.4,1.89,151.0,120.0,60.0,0.59,80.0,Yoga,22.1,2.2,2.0,1.0,26.06
29.0,Female,61.9,1.73,134.0,106.0,69.0,0.88,345.0,HIIT,26.4,2.2,1.0,1.0,20.6
64.0,Male,65.8,1.69,165.0,145.0,70.0,1.39,821.0,HIIT,21.1,2.8,6.0,3.0,22.63
35.0,Male,75.4,1.76,165.0,147.0,69.0,0.99,1068.0,Cardio,20.9,1.9,3.0,1.0,23.81
55.0,Female,78.8,1.76,169.0,135.0,83.0,0.74,746.0,Yoga,31.5,2.2,3.0,1.0,25.24
34.0,Female,80.4,1.73,170.0,148.0,69.0,1.19,318.0,HIIT,22.5,2.0,5.0,3.0,26.82
39.0,Female,73.7,1.65,157.0,143.0,72.0,0.65,399.0,Strength,24.8,2.1,4.0,2.0,27.1
20.0,Female,60.0,1.56,173.0,138.0,81.0,0.88,1086.0,Cardio,19.2,2.7,3.0,2.0,23.85
31.0,Male,74.8,1.86,185.0,153.0,63.0,1.4,237.0,Strength,22.9,3.3,6.0,3.0,21.01
39.0,Female,57.6,1.52,164.0,137.0,72.0,0.66,1321.0,Cardio,26.6,3.2,3.0,1.0,25.33
55.0,Female,65.8,1.72,134.0,113.0,72.0,0.63,1246.0,HIIT,27.7,1.9,3.0,2.0,22.18
39.0,Male,73.4,1.78,175.0,148.0,79.0,0.84,1335.0,Yoga,20.2,2.1,4.0,1.0,23.17
53.0,Male,127.0,1.92,160.0,122.0,72.0,0.36,767.0,Strength,32.6,2.3,2.0,1.0,33.98
44.0,Male,59.1,1.55,151.0,136.0,63.0,1.18,544.0,Cardio,21.3,3.3,4.0,2.0,24.6
56.0,Male,75.7,1.7,147.0,132.0,76.0,0.62,762.0,Yoga,24.2,2.8,3.0,1.0,26.06
35.0,Female,60.9,1.67,144.0,121.0,66.0,0.59,937.0,Yoga,25.2,1.6,3.0,2.0,21.62
65.0,Male,81.0,1.69,145.0,117.0,76.0,0.55,437.0,Yoga,25.7,2.0,2.0,2.0,27.85
30.0,Female,80.1,1.71,156.0,132.0,75.0,0.84,297.0,Cardio,34.0,2.5,1.0,1.0,27.09
27.0,Female,66.7,1.56,163.0,130.0,71.0,0.78,558.0,Strength,24.1,2.5,3.0,1.0,28.1
21.0,Female,64.8,1.6,167.0,130.0,76.0,0.5,400.0,Yoga,27.0,2.4,1.0,1.0,25.19
64.0,Male,87.2,1.79,145.0,115.0,54.0,1.46,1050.0,Strength,24.4,2.6,5.0,3.0,27.49
46.0,Male,98.2,1.83,154.0,122.0,73.0,0.63,450.0,Strength,25.6,2.4,2.0,1.0,29.25
32.0,Female,81.0,1.78,150.0,120.0,69.0,0.56,677.0,Yoga,26.3,2.5,1.0,1.0,25.46
51.0,Male,72.9,1.74,146.0,118.0,92.0,0.61,961.0,Strength,19.6,1.7,2.0,2.0,23.86
44.0,Male,87.4,1.77,142.0,124.0,73.0,0.53,1056.0,Yoga,28.9,2.7,4.0,1.0,28.37
60.0,Female,53.3,1.59,141.0,121.0,68.0,0.45,712.0,Cardio,23.6,2.5,2.0,1.0,21.21
18.0,Male,56.9,1.64,160.0,143.0,58.0,1.09,776.0,Cardio,26.3,2.1,4.0,2.0,20.88
33.0,Female,71.0,1.71,142.0,115.0,81.0,0.62,321.0,Cardio,28.0,2.5,4.0,1.0,24.14
30.0,Male,50.5,1.74,199.0,169.0,62.0,1.38,986.0,Strength,14.5,3.2,5.0,2.0,17.06
18.0,Female,73.8,1.67,178.0,162.0,58.0,1.33,1062.0,Cardio,29.8,3.2,4.0,3.0,25.47
49.0,Female,56.7,1.65,152.0,123.0,74.0,0.73,80.0,Cardio,24.0,2.8,2.0,1.0,20.94
33.0,Female,58.9,1.61,144.0,123.0,77.0,0.34,1209.0,Strength,29.2,2.1,3.0,2.0,22.91
45.0,Female,61.4,1.61,149.0,130.0,76.0,0.52,423.0,Yoga,22.4,2.2,3.0,1.0,23.42
64.0,Male,73.7,1.75,169.0,146.0,68.0,1.06,843.0,Yoga,15.8,1.3,4.0,1.0,24.12
32.0,Female,57.9,1.58,136.0,117.0,73.0,0.46,670.0,Strength,26.6,2.6,1.0,1.0,23.37
31.0,Female,65.0,1.68,197.0,164.0,66.0,1.35,638.0,Cardio,27.9,3.3,4.0,3.0,22.6
37.0,Male,83.7,1.88,165.0,138.0,70.0,0.76,584.0,HIIT,21.8,3.1,3.0,2.0,23.98
48.0,Male,80.1,1.9,190.0,155.0,71.0,0.97,336.0,Cardio,21.8,2.0,3.0,2.0,22.29
29.0,Male,59.9,1.69,171.0,147.0,76.0,1.21,822.0,Cardio,20.3,2.9,1.0,2.0,20.92
28.0,Male,83.0,1.74,173.0,148.0,64.0,1.41,565.0,HIIT,19.5,3.3,4.0,3.0,27.45
49.0,Female,48.3,1.71,184.0,141.0,66.0,0.37,228.0,Strength,21.0,1.8,2.0,1.0,16.77
41.0,Female,54.8,1.52,130.0,97.0,71.0,0.78,314.0,Yoga,29.9,2.6,2.0,1.0,24.53
18.0,Male,61.1,1.64,162.0,124.0,77.0,0.92,236.0,Yoga,20.7,2.3,2.0,2.0,22.93
21.0,Male,67.8,1.65,188.0,147.0,51.0,1.71,491.0,HIIT,18.0,2.0,5.0,3.0,25.19
54.0,Male,60.9,1.82,189.0,155.0,56.0,1.04,809.0,Strength,15.7,2.7,4.0,2.0,18.45
41.0,Male,57.7,1.62,164.0,139.0,74.0,0.77,422.0,HIIT,21.3,2.1,3.0,2.0,22.65
27.0,Female,64.8,1.64,149.0,110.0,83.0,0.72,958.0,Yoga,31.7,1.3,3.0,1.0,23.58
34.0,Male,87.7,1.79,176.0,151.0,55.0,1.53,619.0,Strength,18.0,3.0,5.0,3.0,26.76
36.0,Female,64.4,1.6,151.0,129.0,69.0,0.94,558.0,Cardio,28.2,2.4,3.0,2.0,25.21
45.0,Female,52.2,1.64,158.0,133.0,65.0,1.13,658.0,Cardio,19.7,3.1,3.0,2.0,19.64
20.0,Female,59.8,1.67,174.0,151.0,62.0,1.16,1101.0,HIIT,25.7,2.9,5.0,3.0,20.54
26.0,Female,76.8,1.66,130.0,110.0,74.0,0.71,207.0,Yoga,31.1,2.5,3.0,1.0,27.87
39.0,Male,64.6,1.8,158.0,121.0,63.0,0.3,1174.0,Yoga,17.3,2.3,2.0,1.0,19.88
35.0,Female,66.6,1.68,162.0,140.0,60.0,0.83,958.0,Cardio,27.8,2.9,4.0,3.0,23.86
43.0,Male,77.5,1.78,136.0,108.0,70.0,0.65,638.0,Cardio,25.0,1.7,2.0,1.0,24.61
21.0,Male,75.5,1.81,130.0,101.0,71.0,0.6,1023.0,Yoga,19.9,2.2,3.0,1.0,22.41
40.0,Male,128.1,1.92,149.0,121.0,64.0,0.45,542.0,Strength,25.8,2.0,2.0,1.0,34.37
49.0,Male,77.6,1.84,142.0,123.0,78.0,0.58,738.0,Yoga,24.6,2.4,2.0,1.0,22.64
42.0,Female,61.6,1.57,180.0,161.0,61.0,1.34,484.0,HIIT,29.5,2.9,5.0,3.0,25.25
38.0,Female,59.2,1.68,169.0,142.0,65.0,0.96,961.0,Yoga,25.5,2.2,4.0,2.0,21.11
35.0,Female,69.6,1.62,170.0,134.0,74.0,0.66,422.0,HIIT,26.1,1.9,2.0,1.0,26.3
26.0,Female,71.2,1.6,160.0,128.0,71.0,0.76,632.0,Yoga,32.2,2.8,1.0,1.0,27.86
35.0,Male,69.8,1.77,177.0,145.0,78.0,0.6,867.0,Strength,25.9,1.3,3.0,1.0,21.91
51.0,Female,58.4,1.57,194.0,167.0,61.0,1.17,992.0,Cardio,25.6,2.8,4.0,2.0,24.41
35.0,Female,57.5,1.7,161.0,136.0,54.0,1.14,390.0,Strength,23.2,3.4,4.0,3.0,20.1
25.0,Female,49.7,1.62,166.0,132.0,62.0,1.58,897.0,Strength,19.0,3.1,5.0,3.0,19.21
30.0,Female,85.1,1.73,141.0,118.0,72.0,0.82,334.0,Strength,27.6,3.0,2.0,1.0,28.92
38.0,Male,75.0,1.83,158.0,123.0,63.0,0.6,80.0,Strength,16.7,2.5,1.0,1.0,22.75
32.0,Female,47.1,1.69,173.0,135.0,58.0,0.93,411.0,Cardio,20.6,2.6,3.0,2.0,16.5
42.0,Male,103.6,1.84,164.0,143.0,69.0,1.0,919.0,Cardio,25.5,2.2,4.0,2.0,30.54
42.0,Male,58.2,1.67,155.0,133.0,63.0,1.06,648.0,Yoga,19.8,2.6,4.0,1.0,21.32
47.0,Male,71.9,1.77,153.0,129.0,58.0,1.13,481.0,HIIT,17.7,2.8,4.0,1.0,22.96
53.0,Female,70.5,1.53,147.0,131.0,75.0,0.77,667.0,Yoga,30.6,2.5,4.0,3.0,29.85
48.0,Male,80.2,1.83,140.0,116.0,68.0,0.72,654.0,Strength,18.3,1.8,3.0,1.0,24.64
25.0,Female,64.2,1.64,164.0,126.0,80.0,0.33,844.0,Cardio,26.7,1.6,2.0,1.0,23.54
25.0,Female,58.0,1.71,133.0,113.0,72.0,0.62,130.0,Cardio,18.0,2.2,1.0,1.0,19.23
35.0,Male,52.2,1.69,154.0,115.0,74.0,0.87,615.0,Yoga,17.1,1.4,2.0,1.0,18.62
31.0,Male,75.6,1.78,149.0,124.0,71.0,0.44,685.0,Yoga,20.3,1.9,2.0,1.0,23.6
22.0,Female,63.9,1.59,179.0,134.0,49.0,0.73,212.0,Cardio,27.8,1.4,4.0,2.0,25.43
31.0,Male,93.6,1.91,152.0,129.0,64.0,0.68,207.0,Yoga,17.6,2.5,3.0,1.0,26.29
30.0,Female,60.2,1.63,136.0,109.0,71.0,0.86,530.0,Strength,27.1,2.6,1.0,1.0,22.18
28.0,Male,76.8,1.79,146.0,125.0,71.0,1.02,653.0,Strength,20.3,2.5,4.0,2.0,23.95
32.0,Male,53.6,1.78,161.0,139.0,55.0,0.68,653.0,Strength,16.2,3.3,3.0,1.0,17.44
50.0,Male,91.8,1.87,161.0,122.0,72.0,0.4,467.0,Yoga,17.4,2.7,2.0,1.0,26.49
38.0,Male,73.4,1.73,159.0,127.0,60.0,0.98,459.0,Cardio,17.9,2.7,3.0,2.0,24.46
66.0,Male,96.5,1.77,203.0,167.0,66.0,1.11,530.0,HIIT,25.5,2.7,6.0,3.0,31.64
38.0,Male,68.3,1.69,172.0,155.0,68.0,0.99,749.0,Strength,25.3,2.3,3.0,2.0,23.88
33.0,Male,72.6,1.89,163.0,130.0,73.0,1.0,1049.0,Yoga,19.8,2.7,4.0,2.0,20.46
36.0,Male,79.6,1.81,153.0,133.0,79.0,0.58,80.0,Yoga,21.8,2.0,2.0,1.0,24.87
39.0,Female,60.0,1.65,147.0,130.0,67.0,1.56,855.0,Cardio,21.9,3.0,4.0,3.0,22.38
41.0,Male,81.9,1.77,159.0,129.0,78.0,0.74,613.0,Cardio,19.6,2.4,2.0,1.0,26.6
61.0,Female,63.7,1.65,175.0,145.0,62.0,1.47,825.0,HIIT,26.6,2.7,5.0,3.0,23.08
26.0,Male,59.2,1.76,174.0,146.0,88.0,1.11,1033.0,HIIT,19.4,2.9,4.0,2.0,19.54
46.0,Female,57.3,1.77,142.0,108.0,63.0,0.63,404.0,Strength,22.3,2.0,1.0,2.0,18.35
38.0,Female,76.3,1.73,152.0,117.0,68.0,0.62,948.0,Cardio,32.5,2.1,1.0,2.0,25.23
18.0,Male,95.5,1.81,168.0,128.0,74.0,0.93,249.0,Strength,23.3,2.0,4.0,2.0,29.23
45.0,Female,67.5,1.67,152.0,134.0,73.0,1.07,693.0,Cardio,26.9,2.3,4.0,2.0,24.27
51.0,Female,70.6,1.6,176.0,136.0,75.0,0.55,570.0,Strength,24.0,3.1,2.0,1.0,28.23
26.0,Male,77.4,1.67,178.0,135.0,73.0,1.23,668.0,Cardio,24.8,2.0,4.0,2.0,27.89
36.0,Female,67.8,1.67,200.0,175.0,49.0,1.18,341.0,HIIT,30.9,3.0,4.0,3.0,24.04
18.0,Female,60.8,1.71,147.0,132.0,79.0,1.0,791.0,Strength,20.5,2.2,3.0,2.0,20.44
21.0,Female,71.2,1.7,168.0,151.0,67.0,0.94,1160.0,Cardio,29.2,1.5,2.0,3.0,24.62
49.0,Female,71.7,1.57,130.0,102.0,81.0,0.58,333.0,Cardio,34.6,2.4,2.0,1.0,28.62
30.0,Female,76.7,1.72,177.0,133.0,54.0,1.3,714.0,HIIT,25.7,2.2,2.0,2.0,25.68
23.0,Female,73.5,1.64,141.0,113.0,74.0,0.58,919.0,Strength,30.3,2.2,3.0,2.0,27.24
39.0,Female,53.8,1.58,192.0,169.0,60.0,1.24,562.0,HIIT,29.0,3.2,6.0,3.0,21.4
30.0,Female,71.8,1.74,143.0,120.0,76.0,0.55,1081.0,Cardio,26.7,2.2,2.0,1.0,23.97
30.0,Female,71.8,1.75,132.0,115.0,70.0,0.98,511.0,Cardio,28.1,2.6,3.0,3.0,23.19
45.0,Male,70.2,1.7,140.0,105.0,75.0,0.63,608.0,Yoga,16.1,1.7,2.0,1.0,23.43
22.0,Male,86.6,1.73,135.0,108.0,65.0,0.48,326.0,Cardio,26.9,2.4,3.0,1.0,28.35
25.0,Female,47.7,1.7,190.0,145.0,68.0,0.91,692.0,Cardio,21.8,2.4,4.0,2.0,16.5
38.0,Female,73.5,1.75,177.0,144.0,67.0,1.06,654.0,Cardio,22.2,1.6,4.0,1.0,23.79
48.0,Male,75.6,1.79,168.0,133.0,71.0,1.12,856.0,HIIT,18.0,2.8,3.0,1.0,23.16
51.0,Male,52.3,1.7,175.0,149.0,71.0,1.29,452.0,Strength,18.3,3.3,4.0,3.0,18.78
28.0,Female,82.8,1.79,180.0,161.0,65.0,1.3,439.0,Cardio,26.8,3.5,5.0,3.0,26.13
47.0,Female,60.8,1.72,164.0,143.0,55.0,1.24,802.0,Strength,26.8,3.8,4.0,3.0,20.53
27.0,Female,60.0,1.61,140.0,123.0,73.0,0.57,1094.0,Strength,26.4,2.4,4.0,2.0,23.23
58.0,Male,90.4,1.71,175.0,140.0,86.0,0.83,852.0,Strength,26.9,2.7,4.0,2.0,30.82
22.0,Male,77.5,1.69,176.0,151.0,76.0,1.06,1245.0,Strength,23.2,3.3,5.0,3.0,26.7
52.0,Male,87.4,1.81,158.0,122.0,51.0,0.54,824.0,Yoga,24.2,1.7,2.0,1.0,27.04
28.0,Female,72.4,1.67,148.0,119.0,72.0,0.79,814.0,Yoga,30.2,1.3,1.0,1.0,26.26
60.0,Female,67.3,1.7,167.0,141.0,75.0,0.91,869.0,Yoga,27.2,2.2,4.0,2.0,22.6
43.0,Female,81.6,1.61,142.0,123.0,67.0,0.92,1126.0,Cardio,30.9,3.0,3.0,2.0,31.56
24.0,Female,66.4,1.57,172.0,142.0,65.0,0.92,1048.0,Strength,32.3,2.2,4.0,2.0,27.06
30.0,Female,57.7,1.68,190.0,164.0,62.0,1.48,312.0,Yoga,25.3,3.0,5.0,3.0,20.33
45.0,Male,69.9,1.94,174.0,139.0,72.0,0.83,907.0,Yoga,18.0,2.7,4.0,1.0,19.31
49.0,Female,73.4,1.66,146.0,124.0,64.0,0.69,733.0,Yoga,28.6,2.2,2.0,2.0,27.33
35.0,Male,59.1,1.56,150.0,117.0,80.0,0.64,584.0,Yoga,22.9,1.5,2.0,1.0,24.15
37.0,Female,50.7,1.63,168.0,127.0,72.0,0.66,80.0,Cardio,16.8,2.3,2.0,1.0,19.0
45.0,Female,75.5,1.7,149.0,119.0,65.0,0.69,154.0,Strength,28.6,1.9,3.0,1.0,26.01
38.0,Male,70.9,1.76,159.0,125.0,76.0,0.98,533.0,Strength,25.2,3.2,4.0,2.0,22.67
20.0,Male,79.4,1.75,177.0,144.0,57.0,1.09,185.0,Strength,23.4,3.0,3.0,2.0,25.6
26.0,Female,64.5,1.57,145.0,102.0,68.0,0.65,535.0,Yoga,28.2,1.9,2.0,1.0,26.34
39.0,Male,69.5,1.77,152.0,121.0,68.0,0.91,878.0,Strength,18.0,2.9,4.0,2.0,22.87
51.0,Female,73.4,1.69,184.0,150.0,79.0,1.3,470.0,HIIT,29.0,3.0,4.0,2.0,26.24
55.0,Female,63.8,1.68,142.0,114.0,67.0,0.39,671.0,Yoga,24.5,1.3,1.0,1.0,22.88
45.0,Female,57.7,1.61,160.0,138.0,53.0,1.07,310.0,Yoga,28.7,2.4,3.0,1.0,21.42
39.0,Female,61.0,1.67,147.0,129.0,64.0,1.03,747.0,Cardio,21.9,3.2,3.0,2.0,21.22
45.0,Male,76.8,1.65,179.0,141.0,71.0,0.97,814.0,Yoga,23.2,2.1,4.0,2.0,28.58
28.0,Female,64.6,1.66,139.0,119.0,77.0,0.61,191.0,Yoga,23.9,2.1,3.0,1.0,24.01
34.0,Male,87.1,1.73,164.0,130.0,84.0,0.65,407.0,Cardio,30.8,1.8,4.0,1.0,29.3
26.0,Male,98.0,1.77,162.0,131.0,82.0,0.36,240.0,Strength,26.5,1.6,3.0,2.0,31.17
21.0,Female,67.6,1.79,173.0,138.0,69.0,1.22,816.0,Strength,22.2,2.1,4.0,2.0,21.57
40.0,Female,40.2,1.56,148.0,124.0,66.0,0.56,699.0,Cardio,13.9,1.5,4.0,1.0,16.78
38.0,Female,75.9,1.65,172.0,150.0,79.0,1.11,638.0,Yoga,26.6,2.2,4.0,2.0,28.28
44.0,Male,75.7,1.83,181.0,150.0,65.0,0.73,610.0,Strength,21.7,3.2,3.0,1.0,21.95
43.0,Male,58.4,1.66,150.0,124.0,67.0,0.49,749.0,Strength,20.5,2.1,2.0,1.0,21.31
39.0,Male,62.1,1.67,133.0,115.0,69.0,0.75,757.0,Strength,17.9,2.5,1.0,1.0,22.89
43.0,Female,68.6,1.73,148.0,104.0,63.0,0.63,486.0,Strength,23.6,2.6,2.0,1.0,23.11
35.0,Female,81.1,1.66,142.0,120.0,69.0,0.73,444.0,Strength,36.1,1.6,3.0,1.0,29.76
41.0,Male,67.5,1.64,149.0,129.0,70.0,0.65,629.0,Strength,30.2,1.7,3.0,1.0,25.11
27.0,Female,75.8,1.64,184.0,158.0,69.0,1.26,596.0,HIIT,33.0,3.1,5.0,2.0,28.22
40.0,Male,75.3,1.69,130.0,85.0,69.0,0.55,1301.0,Strength,27.8,1.8,3.0,1.0,26.86
44.0,Female,58.2,1.6,156.0,145.0,59.0,0.79,528.0,Strength,30.5,2.8,4.0,2.0,22.5
28.0,Female,50.4,1.52,200.0,163.0,53.0,1.5,751.0,HIIT,31.1,3.6,6.0,3.0,21.55
37.0,Male,82.5,1.76,136.0,115.0,73.0,0.89,797.0,Yoga,22.4,1.4,2.0,2.0,26.47
29.0,Female,86.6,1.79,176.0,146.0,69.0,0.81,1099.0,Cardio,26.0,2.3,3.0,2.0,27.04
30.0,Male,76.5,1.68,183.0,160.0,60.0,1.12,396.0,Strength,29.2,2.7,3.0,3.0,26.54
23.0,Female,66.2,1.7,173.0,129.0,65.0,0.92,1079.0,Strength,22.4,2.2,4.0,2.0,23.16
51.0,Male,76.2,1.74,160.0,131.0,75.0,0.7,601.0,Strength,19.0,1.8,3.0,1.0,25.11
49.0,Male,76.3,1.69,130.0,105.0,82.0,0.62,1445.0,Strength,20.4,1.9,2.0,1.0,27.01
42.0,Male,71.4,1.76,143.0,117.0,67.0,0.72,763.0,Yoga,20.0,2.1,2.0,1.0,22.31
60.0,Male,59.3,1.74,163.0,134.0,69.0,0.96,258.0,Strength,11.7,2.5,4.0,2.0,19.89
34.0,Male,62.0,1.75,175.0,146.0,71.0,1.27,592.0,HIIT,13.9,3.2,5.0,3.0,20.71
70.0,Male,77.4,1.86,189.0,157.0,59.0,1.65,1087.0,HIIT,18.0,2.8,5.0,3.0,22.53
33.0,Female,73.6,1.65,159.0,131.0,72.0,0.57,674.0,Strength,25.0,2.6,2.0,1.0,27.04
39.0,Female,79.0,1.66,165.0,148.0,68.0,1.22,636.0,Yoga,33.1,2.2,4.0,2.0,28.97
31.0,Male,54.0,1.67,150.0,125.0,63.0,0.87,879.0,Yoga,17.5,1.6,1.0,1.0,19.81
40.0,Female,50.5,1.55,170.0,137.0,65.0,1.37,544.0,Cardio,25.6,2.7,5.0,3.0,21.2
46.0,Female,57.0,1.57,130.0,105.0,72.0,0.36,575.0,Yoga,26.9,2.3,2.0,1.0,23.33
